date,open,high,low,close,volume
1977-01-03,16.7112,16.8144,16.7112,16.8144,47700
1977-01-04,16.8144,16.8702,16.7628,16.8702,34000
1977-01-05,16.8702,16.8702,16.7112,16.7628,15300
1977-01-06,16.7112,16.7112,16.4920,16.6553,38800
1977-01-07,16.6553,16.7112,16.4920,16.7112,20400
1977-01-10,16.7112,16.9261,16.7112,16.8702,42700
1977-01-11,16.8702,16.9777,16.8702,16.9261,22000
1977-01-12,16.9261,16.9261,16.7112,16.9261,34800
1977-01-13,16.9261,17.1367,16.9261,17.0336,34300
1977-01-14,17.0336,17.1367,16.9777,17.0852,20600
1977-01-17,16.8702,16.8702,16.6038,16.7112,33600
1977-01-18,16.7112,16.7628,16.6038,16.7628,34000
1977-01-19,16.7628,16.8144,16.6553,16.8144,19600
1977-01-20,16.8144,16.9261,16.4920,16.7112,79200
1977-01-21,16.7112,16.7628,16.5479,16.7112,19200
1977-01-24,16.7112,16.7628,16.6038,16.7628,24000
1977-01-25,16.7628,16.9261,16.7628,16.8702,24900
1977-01-26,16.8144,16.8144,16.6553,16.7112,22800
1977-01-27,16.7112,16.7628,16.5479,16.7628,26400
1977-01-28,16.7112,16.7628,16.5479,16.7628,26400
1977-01-31,16.7112,16.7112,16.5479,16.6038,18000
1977-02-01,16.6038,16.7112,16.6038,16.7112,20100
1977-02-02,16.7112,16.7628,16.6038,16.6038,71700
1977-02-03,16.6038,16.7628,16.4404,16.6038,186200
1977-02-04,16.6038,16.7628,16.5479,16.6553,35500
1977-02-07,16.6553,16.7628,16.6038,16.7112,20600
1977-02-08,16.7112,16.8144,16.6553,16.7628,23500
1977-02-09,16.7628,16.7628,16.6038,16.6553,17200
1977-02-10,16.6553,16.8702,16.6553,16.8702,16300
1977-02-11,16.8702,16.8702,16.7112,16.8144,24700
1977-02-14,16.8144,16.8144,16.7112,16.7628,17200
1977-02-15,16.7628,16.7628,16.6553,16.7628,16800
1977-02-16,16.7628,16.8144,16.6553,16.7628,25200
1977-02-17,16.7628,16.8144,16.7112,16.7112,22300
1977-02-18,16.7112,16.8702,16.6553,16.8702,26100
1977-02-22,16.8702,16.8702,16.7628,16.8702,17500
1977-02-23,16.8702,16.9261,16.8144,16.9261,44100
1977-02-24,16.9261,16.9261,16.8144,16.9261,80400
1977-02-25,16.8702,16.8702,16.7628,16.7628,18000
1977-02-28,16.7628,16.8702,16.5479,16.7112,35000
1977-03-01,16.7112,16.8702,16.6038,16.7628,47000
1977-03-02,16.7628,16.9261,16.7628,16.9261,36200
1977-03-03,16.9261,16.9261,16.8144,16.9261,68100
1977-03-04,16.9261,17.0336,16.8702,17.0336,43400
1977-03-07,17.0336,17.0852,16.9261,17.0336,21100
1977-03-08,17.0336,17.1367,16.9261,16.9261,43400
1977-03-09,16.9261,16.9261,16.8144,16.8702,21600
1977-03-10,16.8702,16.9261,16.7112,16.8144,25400
1977-03-11,16.8144,16.9261,16.8144,16.8702,24700
1977-03-14,16.8702,16.9777,16.8144,16.9777,28800
1977-03-15,17.0336,17.1926,17.0336,17.0852,103200
1977-03-16,17.0852,17.3001,17.0852,17.1926,85600
1977-03-17,17.1926,17.2485,17.0336,17.1367,40800
1977-03-18,17.1367,17.1926,17.0852,17.0852,22500
1977-03-21,17.0852,17.2485,17.0852,17.1367,31600
1977-03-22,17.1367,17.1367,16.9777,17.0336,33100
1977-03-23,17.0336,17.1367,17.0336,17.0852,29200
1977-03-24,17.0852,17.0852,17.0336,17.0852,30900
1977-03-25,17.0852,17.0852,16.8144,16.9261,20400
1977-03-28,16.8702,16.8702,16.7112,16.8702,33600
1977-03-29,16.8702,16.9261,16.8144,16.9261,13600
1977-03-30,16.9261,16.9261,16.8702,16.8702,15800
1977-03-31,16.8702,16.9777,16.8702,16.8702,43900
1977-04-01,16.8702,17.0336,16.8702,16.9777,31400
1977-04-04,16.9777,17.0336,16.8702,16.9261,17700
1977-04-05,16.9261,16.9777,16.7112,16.9261,37400
1977-04-06,16.9261,17.0852,16.9261,16.9777,21300
1977-04-07,17.0336,17.1367,17.0336,17.1367,24200
1977-04-11,17.1367,17.2485,17.0336,17.0852,42200
1977-04-12,17.0852,17.4075,17.0852,17.4075,24400
1977-04-13,17.4075,17.5150,17.1926,17.5150,143700
1977-04-14,17.5150,17.7815,17.5150,17.6224,49200
1977-04-15,17.6224,17.7815,17.5150,17.5150,32800
1977-04-18,17.3001,17.3001,17.0852,17.1367,36900
1977-04-19,17.0852,17.0852,16.9777,16.9777,56800
1977-04-20,17.0852,17.1926,17.0852,17.1926,28500
1977-04-21,17.1926,17.1926,17.0852,17.1367,16500
1977-04-22,17.1367,17.1926,17.0336,17.0336,24900
1977-04-25,17.0336,17.0852,16.8144,16.8144,22500
1977-04-26,16.8144,16.9777,16.7628,16.9777,23700
1977-04-27,16.9777,17.1926,16.9261,17.0336,27600
1977-04-28,17.0336,17.1367,16.9777,17.0336,19900
1977-04-29,17.0336,17.1367,16.9777,17.0852,34000
1977-05-02,17.0852,17.3001,17.0336,17.1926,34000
1977-05-03,17.1926,17.3001,17.1367,17.1926,21300
1977-05-04,17.1926,17.3001,17.1367,17.2485,21100
1977-05-05,17.2485,17.2485,17.1367,17.1926,20600
1977-05-06,17.1926,17.1926,17.0336,17.1926,14400
